SPECIES,SITE_ID,Height_min,Height_max,Behaviour,WEATHER_CONDITIONS,N_INDIVIDUALS,SEASON,HABITAT,Longitude,Latitude
S49,Zone E,5,7,B1,"Sunny, easterly wind gusty at times ",5,C,X1,130.2453818,-32.22617201
S49,Zone E,17,52,B3,"fine, clear, strong wind",5,C,X1,130.2452788,-32.3306172
S49,Zone E,44,45,B3,"sunny, light breeze",5,C,X1,130.2452788,-32.3306172
S50,Zone H,NA,11,B3,"ESE wind, gusty strong breeze, clear skies",6,A,X6,130.133218,-32.29602514
S50,Zone E,NA,10,B1,"ESE wind, gusty strong breeze, clear skies",84,A,X4,130.2040977,-32.22226437
S50,Zone B,NA,11,B3,"Easterly wind, gusty at times, hot clear day",6,A,X2,130.3157018,-32.49333462
S50,Zone E,NA,NA,B7,"Easterly wind, gusty at times, hot clear day",19,A,X1,130.241277,-32.42658892
S50,Zone H,NA,20,B3,"ESE wind, gusty at times, clear skies",9,A,X1,130.0761366,-32.35155981
S50,Zone A,NA,13,B7,"ENE wind, gusty at times, clear skies",6,A,X1,130.030827,-32.14049329
S50,Zone G,NA,20,B3,"SE wind, gusty at times, clear skies",64,A,X1,130.1257698,-32.26561097
S50,Zone A,NA,55,B3,"SE wind, gusty at times, clear skies",35,A,X1,130.0327924,-32.16947172
S50,Zone A,25,45,B3,"SE wind, gusty at times, clear skies",12,A,X1,130.030827,-32.14049329
S50,Zone A,NA,35,B3,"Strong SE wind, clear skies",16,A,X4,130.0437059,-32.20004486
S50,Zone A,45,55,B3,"Strong SE wind, clear skies",40,A,X1,130.030827,-32.14049329
S50,Zone E,NA,NA,B3,sheltered by large trees and nearby ridge,6,A,X1,130.2453818,-32.22617201
S50,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,8,A,X1,130.2453818,-32.22617201
S50,Zone D,NA,NA,B3,Mild Easterly,74,A,X3,130.1692709,-32.44834877
S50,Zone D,NA,25,B3,Mild Easterly,44,A,X3,130.1692709,-32.44834877
S50,Zone D,NA,NA,B3,Easterly ,6,A,X1,130.0923706,-32.49824002
S50,Zone E,NA,NA,B3,Strong Easterly,7,A,X1,130.241277,-32.42658892
S50,Zone E,NA,NA,B3,Strong Easterly,6,A,X1,130.241277,-32.42658892
S50,Zone H,NA,NA,B3,light easterly,5,A,X1,130.164601,-32.28404537
S50,Zone A,NA,NA,B3,Medium easterly,84,A,X4,130.0455436,-32.14776484
S50,Zone A,NA,NA,B3,Medium easterly,NA,A,X4,130.0455436,-32.14776484
S50,Zone E,NA,NA,B3,Strong easterly,6,A,X1,130.2452788,-32.3306172
S50,Zone D,NA,NA,B3,Mild Easterly,44,A,X3,130.1692709,-32.44834877
S50,Zone E,NA,NA,B3,Strong easterly,8,A,X1,130.2452788,-32.3306172
S50,Zone A,NA,35,B3,"Clear conditions, strong gusty breeze from SE",7,A,X1,130.0327924,-32.16947172
S50,Zone G,NA,12,B3,"Clear, strong wind from East ",8,A,X1,130.1257698,-32.26561097
S50,Zone E,NA,15,B1,"Still, clear conditions",16,A,X1,130.2453818,-32.22617201
S50,Zone G,NA,10,B3,"Clear, strong wind from North East ",8,A,X1,130.1257698,-32.26561097
S50,Zone B,NA,15,B3,"Gentle ESE breeze, clear conditions",5,A,X4,130.0211448,-32.32262952
S50,Zone E,NA,15,B3,"Moderate wind from E, clear conditions",6,A,X4,130.2040977,-32.22226437
S50,Zone E,NA,75,B3,"Still, hot, light breeze ",13,B,X1,130.2452788,-32.3306172
S50,Zone C,NA,25,B2,"Still, hot, clear",12,B,X1,130.239891,-32.47313511
S50,Zone E,NA,25,B4,0/01/1900,22,B,X1,130.241277,-32.42658892
S50,Zone F,NA,25,B3,0/01/1900,5,B,X6,130.1594802,-32.20812932
S50,Zone G,NA,25,B3,0/01/1900,13,B,X1,130.1257698,-32.26561097
S50,Zone B,NA,25,B2,0/01/1900,14,B,X1,130.0850503,-32.27792669
S50,Zone D,NA,25,B2,"Fine, clear, light E'ly breeze",16,B,X1,130.0923706,-32.49824002
S50,Zone G,NA,25,B2,"Fine, clear, moderate E'ly breeze",22,B,X1,130.1257698,-32.26561097
S50,Zone B,NA,25,B3,strong wind 155,7,B,X2,130.3157018,-32.49333462
S50,Zone C,NA,25,NA,strong wind 120,6,B,X1,130.239891,-32.47313511
S50,Zone D,NA,25,B3,strong wind 90,7,B,X3,130.1692709,-32.44834877
S50,Zone F,NA,75,B3,strong wind 100,5,B,X8,130.2022983,-32.15430901
S50,Zone H,NA,25,B7,medium wind 100,6,B,X1,130.164601,-32.28404537
S50,Zone E,NA,25,B2,light wind 80,24,B,X4,130.2040977,-32.22226437
S50,Zone E,NA,25,B3,medium wind 120,5,B,X1,130.2453818,-32.22617201
S50,Zone A,NA,25,NA,medium wind 100,5,B,X1,130.0327924,-32.16947172
S50,Zone B,NA,25,B4,"Hot dry ESE wind, gusty at times. Clear skies",51,B,X1,130.0850503,-32.27792669
S50,Zone G,NA,25,B1,"Hot dry ESE wind, gusty at times. Clear skies",25,B,X1,130.1257698,-32.26561097
S50,Zone E,NA,25,B2,"Warm ENE breeze, clear skies",19,B,X1,130.241277,-32.42658892
S50,Zone H,NA,25,B3,"Hot SE breeze, clear skies.",5,B,X6,130.133218,-32.29602514
S50,Zone E,NA,25,B2,"Hot, SE breeze, clear skies",34,B,X4,130.2040977,-32.22226437
S50,Zone B,10,23,B3,"Sunny, easterly breeze ",8,C,X1,130.0850503,-32.27792669
S50,Zone E,11,14,B2,"Sunny, easterly wind gusty at times ",6,C,X1,130.2453818,-32.22617201
S50,Zone A,5,18,B1,"Sunny, SE wind gusty at times ",10,C,X1,130.030827,-32.14049329
S50,Zone C,9,12,B3,"fine, warm, light E'ly",5,C,X4,130.0633847,-32.46023925
S50,Zone B,17,24,B2,"fine, warm, moderate breeze",26,C,X1,130.0850503,-32.27792669
S50,Zone E,35,27,B3,"fine, warm, moderate breeze v strong gusts",8,C,X1,130.2453818,-32.22617201
S50,Zone H,5,7,B1,"partly cloudy, warm, moderate wind",30,C,X6,130.133218,-32.29602514
S50,Zone E,8,9,B2,"fine, clear, moderate wind",7,C,X1,130.241277,-32.42658892
S50,Zone D,26,30,B3,"partly cloudy, warm, strong wind",6,C,X1,130.0923706,-32.49824002
S50,Zone C,15,26,B3,"fine, clear, light E'ly breeze",64,C,X1,130.239891,-32.47313511
S50,Zone C,15,50,B1,"fine, clear, moderate E'ly breeze",41,C,X4,130.2372141,-32.50679697
S50,Zone E,11,41,B3,"fine, clear, strong E'ly breeze",116,C,X1,130.241277,-32.42658892
S50,Zone E,8,28,B4,"fine, partly cloudy, moderate E'ly breeze",16,C,X4,130.2040977,-32.22226437
S50,Zone H,21,30,B4,"fine, clear, strong E'ly breeze",6,C,X1,130.164601,-32.28404537
S50,Zone H,NA,NA,NA,"sunny, light breeze",6,C,X4,130.1186258,-32.45876212
S50,Zone D,7,8,B3,"cloudy, light breeze",8,C,X1,130.0923706,-32.49824002
S50,Zone C,5,15,B3,"cloudy, light breeze",154,C,X1,130.239891,-32.47313511
S50,Zone C,11,11,B2,"Sunny, light breeze",6,C,X1,130.0557016,-32.43227597
S50,Zone E,31,39,B3,"sunny, light breeze",6,C,X1,130.2452788,-32.3306172
S50,Zone E,21,25,B3,"sunny, light breeze",6,C,X1,130.2452788,-32.3306172
S50,Zone E,13,31,-,"sunny, calm",12,C,X1,130.241277,-32.42658892
S50,Zone C,5,23,B3,"sunny, calm",49,C,X1,130.239891,-32.47313511
S50,Zone A,48,50,B3,"sunny, moderate breeze",5,C,X1,130.030827,-32.14049329
S51,Zone H,NA,NA,NA,Strong easterly,5,A,X7,130.1886283,-32.31312571
S51,Zone E,NA,NA,NA,strong eaterly,5,A,X4,130.2042642,-32.24900808
S51,Zone D,NA,NA,NA,North easterly,5,A,X4,130.1488508,-32.48177617
S51,Zone H,NA,NA,NA,light easterly,5,A,X1,130.164601,-32.28404537
S51,Zone F,NA,NA,NA,Medium easterly,5,A,X7,130.1800519,-32.26204008
S51,Zone E,NA,NA,B3,medium easterly,5,A,X4,130.2042642,-32.24900808
S51,Zone A,NA,NA,B3,Medium easterly,5,A,X4,130.0455436,-32.14776484
S51,Zone F,NA,6,B3,"Clear, strong wind from N",5,A,X4,130.2225679,-32.18382245
S51,Zone B,NA,10,B3,"Strong breeze from NE, clear conditions",5,A,X4,130.0748139,-32.30165297
S51,Zone B,NA,25,B6,strong wind 155,5,B,X2,130.3157018,-32.49333462
S51,Zone E,NA,25,B4,no wind,5,B,X4,130.2042642,-32.24900808
S51,Zone F,NA,25,B3,strong wind 110,5,B,X8,130.2022983,-32.15430901
S51,Zone A,NA,25,B3,light wind 130,5,B,X4,130.0455436,-32.14776484
S51,Zone B,NA,25,B6,light wind 160,5,B,X4,130.0748139,-32.30165297
S51,Zone G,5,6,B1,"Sunny, easterly wind gusty at times ",5,C,X4,130.1171401,-32.21401792
S51,Zone B,5,6,B4,"fine, warm, moderate breeze",5,C,X4,130.0748139,-32.30165297
S51,Zone C,5,6,B4,"fine, clear, moderate E'ly breeze",5,C,X4,130.2372141,-32.50679697
S51,Zone G,5,7,B4,"fine, partly cloudy, moderate E'ly breeze",6,C,X4,130.1171401,-32.21401792
S51,Zone G,5,6,B4,"cloudy, breezy",5,C,X4,130.1779859,-32.39536412
S51,Zone B,6,7,B4,"sunny, calm",5,C,X2,130.3157018,-32.49333462
S51,Zone C,6,8,B4,"sunny, calm",5,C,X4,130.2372141,-32.50679697
S52,Zone E,NA,NA,B3,sheltered by large trees and nearby ridge,5,A,X1,130.2453818,-32.22617201
S52,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,5,A,X1,130.2453818,-32.22617201
S52,Zone D,NA,75,B2,strong wind 90,6,B,X3,130.1692709,-32.44834877
S52,Zone D,NA,25,B3,light wind 100,5,B,X3,130.1692709,-32.44834877
S52,Zone D,NA,25,B2,"Light easterly breeze, clear skies",11,B,X3,130.1692709,-32.44834877
S53,Zone F,NA,NA,B2,"strong, gusty ENE wind. Hot  day >35 degrees C, clear skies",5,A,X6,130.1879648,-32.1889944
S53,Zone F,NA,8,B3,"Clear, strong wind from ENE",6,A,X6,130.1594802,-32.20812932
S53,Zone F,NA,8,B3,"Clear, strong wind from NW",6,A,X6,130.1879648,-32.1889944
S53,Zone F,NA,6,B3,"Clear, strong wind from N",5,A,X4,130.2225679,-32.18382245
S53,Zone F,NA,6,B3,"Gentle breeze from NE, clear conditions",5,A,X4,130.2225679,-32.18382245
S53,Zone B,NA,10,B4,"Gentle ESE breeze, clear conditions",5,A,X4,130.0211448,-32.32262952
S53,Zone B,NA,12,B4,"Strong breeze from NE, clear conditions",5,A,X4,130.0748139,-32.30165297
S53,Zone F,NA,10,B4,"Clear, strong wind from NW",5,A,X6,130.1879648,-32.1889944
S53,Zone F,NA,10,B4,"Clear, strong wind from E",6,A,X6,130.1594802,-32.20812932
S53,Zone F,NA,25,B3,0/01/1900,5,B,X6,130.1594802,-32.20812932
S53,Zone C,NA,25,B1,strong wind 130,7,B,X4,130.2372141,-32.50679697
S53,Zone F,NA,25,B7,strong wind 110,6,B,X6,130.1879648,-32.1889944
S53,Zone B,NA,25,B7,light wind 70,5,B,X4,130.0748139,-32.30165297
S53,Zone F,NA,25,NA,medium wind 120,5,B,X4,130.2225679,-32.18382245
S53,Zone F,NA,25,B6,medium wind 120,6,B,X6,130.1879648,-32.1889944
S53,Zone B,NA,25,B3,medium wind 140,5,B,X4,130.0748139,-32.30165297
S53,Zone B,NA,25,B3,light wind 160,6,B,X4,130.0748139,-32.30165297
S53,Zone A,NA,25,B3,0/01/1900,5,B,X4,130.0437059,-32.20004486
S53,Zone G,NA,25,B1,"SE breeze strengthing, clear skies",6,B,X4,130.1779859,-32.39536412
S53,Zone C,NA,25,B1,"Warm, slight northerly breeze, clear skies",7,B,X4,130.0633847,-32.46023925
S53,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",9,B,X4,130.1041932,-32.4251709
S53,Zone F,NA,25,B4,"Very hot, gusty hot southerly breeze, clear skies",5,B,X6,130.1879648,-32.1889944
S53,Zone F,5,21,B1,"Sunny, easterly wind gusty at times ",6,C,X6,130.1594802,-32.20812932
S53,Zone D,NA,NA,NA,"fine, warm, still",6,C,X1,130.0923706,-32.49824002
S53,Zone C,5,8,B7,"fine, warm, light E'ly",7,C,X4,130.0633847,-32.46023925
S53,Zone D,5,15,B3,"fine, warm, still",6,C,X4,130.1041932,-32.4251709
S53,Zone B,6,7,B2,"fine, warm, moderate breeze",5,C,X4,130.0748139,-32.30165297
S53,Zone H,5,45,B7,"fine, warm, moderate breeze",5,C,X6,130.133218,-32.29602514
S53,Zone H,7,9,NA,"fine, warm, moderate breeze v strong gusts",5,C,X7,130.1886283,-32.31312571
S53,Zone H,5,34,B7,"partly cloudy, warm, moderate wind",6,C,X6,130.133218,-32.29602514
S53,Zone D,5,7,B3,"fine, clear, strong wind",6,C,X4,130.1041932,-32.4251709
S53,Zone C,6,41,B7,"partly cloudy, warm, strong wind",6,C,X4,130.0633847,-32.46023925
S53,Zone G,7,10,B7,"fine, clear, light E'ly breeze",6,C,X4,130.1779859,-32.39536412
S53,Zone C,5,7,B7,"fine, clear, moderate E'ly breeze",7,C,X4,130.2372141,-32.50679697
S53,Zone F,7,40,B7,"fine, partly cloudy, moderate E'ly breeze",8,C,X6,130.1879648,-32.1889944
S53,Zone F,6,30,B7,"fine, partly cloudy, moderate E'ly breeze",6,C,X6,130.1594802,-32.20812932
S53,Zone E,5,6,B2,"fine, clear, light SE'ly breeze",5,C,X4,130.2042642,-32.24900808
S53,Zone F,6,23,B7,"fine, clear, strong SE'ly breeze",6,C,X6,130.1879648,-32.1889944
S53,Zone F,5,6,B2,"fine, clear, strong E'ly breeze with regular stronger gusts ",5,C,X4,130.2225679,-32.18382245
S53,Zone G,6,7,B2,"fine, clear, strong E'ly breeze",5,C,X4,130.1779859,-32.39536412
S53,Zone F,9,71,B7,"fine, clear, strong E'ly breeze",5,C,X6,130.1879648,-32.1889944
S53,Zone B,5,6,B3,"sunny, light breeze",7,C,X4,130.0748139,-32.30165297
S53,Zone E,NA,NA,NA,sunny,8,C,X4,130.2042642,-32.24900808
S53,Zone F,5,20,B7,sunny,8,C,X6,130.1594802,-32.20812932
S53,Zone D,6.5,23,B7,"sunny, breezy",5,C,X4,130.1041932,-32.4251709
S53,Zone C,6,7,B3,"sunny, breezy",5,C,X4,130.0633847,-32.46023925
S53,Zone G,25,35,B7,"cloudy, breezy",6,C,X4,130.1779859,-32.39536412
S53,Zone H,5,10,B1,"Sunny, light breeze",11,C,X6,130.133218,-32.29602514
S53,Zone B,5,8,B4,"Sunrise, strong breeze",5,C,X4,130.0211448,-32.32262952
S53,Zone B,5,15,B7,"Sunny, strong breeze",10,C,X4,130.0748139,-32.30165297
S53,Zone C,5,8,B3,"sunny, calm",6,C,X4,130.2372141,-32.50679697
S53,Zone A,5,30,-,"sunny, moderate breeze",5,C,X4,130.0674542,-32.25413856
S96,Zone E,NA,25,B2,0/01/1900,5,B,X1,130.2452788,-32.3306172
S96,Zone D,NA,25,NA,strong wind 90,5,B,X3,130.1692709,-32.44834877
S96,Zone H,NA,25,B2,"Easterly wind, clear skies",5,B,X7,130.1886283,-32.31312571
S96,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",5,B,X4,130.1041932,-32.4251709
S96,Zone D,15,16,NA,"fine, warm, still",5,C,X1,130.0923706,-32.49824002
S96,Zone C,20,21,NA,"fine, clear, light E'ly breeze",5,C,X1,130.0557016,-32.43227597
S96,Zone C,7,8,B2,"fine, clear, moderate E'ly breeze",5,C,X4,130.2372141,-32.50679697
S96,Zone C,NA,NA,NA,"sunny, calm",5,C,X4,130.2372141,-32.50679697
S54,Zone B,NA,9,B3,"Easterly wind, gusty at times, hot clear day",5,A,X2,130.3157018,-32.49333462
S54,Zone D,NA,8,B3,"Moderate wind from NE, clear conditions",6,A,X2,130.1260132,-32.36875353
S54,Zone G,NA,8,B3,"no wind, clear conditions",5,A,X4,130.1458091,-32.32572974
S54,Zone B,NA,25,B2,"Clear, hot, occasional light gusts",6,B,X2,130.3157018,-32.49333462
S54,Zone D,NA,25,B3,light wind 100,5,B,X2,130.1260132,-32.36875353
S55,Zone D,5,5,B6,"fine, clear, strong E'ly breeze",5,C,X3,130.1692709,-32.44834877
S56,Zone D,NA,75,B6,light wind 100,6,B,X3,130.1692709,-32.44834877
S57,Zone G,NA,10,B7,"ESE wind, gusty at times, clear skies",7,A,X2,130.1130163,-32.34329067
S57,Zone A,NA,13,B7,"ENE wind, gusty at times, clear skies",9,A,X1,130.030827,-32.14049329
S57,Zone A,NA,NA,NA,light easterly,14,A,X4,130.0674542,-32.25413856
S57,Zone D,NA,9,B2,"Clear conditions, light breeze from SE in small gusts, still majority of time",5,A,X4,130.1488508,-32.48177617
S57,Zone A,NA,8,B4,"Clear conditions, strong gusty breeze from SE",5,A,X1,130.0327924,-32.16947172
S57,Zone G,NA,8,B3,"Moderate wind from NE, clear conditions",7,A,X2,130.1130163,-32.34329067
S57,Zone D,NA,8,B3,"Moderate wind from NE, clear conditions",7,A,X2,130.1260132,-32.36875353
S57,Zone G,NA,7,B3,"Clear, strong wind from North East ",14,A,X1,130.1257698,-32.26561097
S57,Zone G,NA,NA,B2,"Moderate wind from NE, clear conditions",6,A,X4,130.1458091,-32.32572974
S57,Zone G,NA,12,B3,"Moderate wind from NE, clear conditions",8,A,X2,130.1130163,-32.34329067
S57,Zone D,NA,10,B2,"Moderate wind from ENE, clear conditions",5,A,X2,130.1260132,-32.36875353
S57,Zone H,NA,NA,B2,"Moderate wind from E, clear conditions",5,A,X7,130.1886283,-32.31312571
S57,Zone G,NA,8,B3,"no wind, clear conditions",7,A,X4,130.1458091,-32.32572974
S57,Zone G,NA,25,B7,0/01/1900,12,B,X1,130.1257698,-32.26561097
S57,Zone D,NA,25,B3,light wind 100,7,B,X2,130.1260132,-32.36875353
S57,Zone H,NA,25,B3,light wind 160,5,B,X1,130.0761366,-32.35155981
S57,Zone F,NA,25,B3,medium wind 120,5,B,X4,130.2225679,-32.18382245
S57,Zone A,NA,25,B2,light wind 130,5,B,X1,130.030827,-32.14049329
S57,Zone G,NA,25,B1,"Hot dry ESE wind, gusty at times. Clear skies",5,B,X1,130.1257698,-32.26561097
S57,Zone G,NA,25,B1,"Hot dry ESE wind, gusty at times. Clear skies",6,B,X4,130.1458091,-32.32572974
S57,Zone D,NA,25,B1,"Hot Easterly wind, clear skies",5,B,X4,130.1041932,-32.4251709
S57,Zone G,NA,25,B3,"Hot, gusty easterly wind, some cloud cover",5,B,X2,130.1130163,-32.34329067
S57,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",6,B,X4,130.1041932,-32.4251709
S57,Zone A,NA,25,B3,"SE wind, clear skies",6,B,X4,130.0437059,-32.20004486
S57,Zone H,6,9,B1,"fine, warm, moderate breeze v strong gusts",5,C,X7,130.1886283,-32.31312571
S57,Zone D,8,10,B3,"cloudy, warm, strong wind",6,C,X2,130.1260132,-32.36875353
S57,Zone G,9,13,B1,"cloudy, warm, strong wind",6,C,X2,130.1130163,-32.34329067
S57,Zone G,8,11,B1,"cloudy, warm, strong wind",6,C,X4,130.1458091,-32.32572974
S57,Zone D,5,8,B1,"fine, clear, v light E'ly breeze",6,C,X2,130.1260132,-32.36875353
S57,Zone H,6,8,B1,"fine, clear, moderate NE'ly breeze",5,C,X7,130.1886283,-32.31312571
S57,Zone G,7,9,B3,"fine, clear, strong E'ly breeze",6,C,X4,130.1458091,-32.32572974
S57,Zone G,6,11,B1,"fine, clear, strong E'ly breeze",7,C,X2,130.1130163,-32.34329067
S57,Zone D,7,9,NA,"fine, clear, strong E'ly breeze",6,C,X2,130.1260132,-32.36875353
S57,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",5,C,X4,130.0437059,-32.20004486
S57,Zone C,17,20,B3,"sunny, breezy",6,C,X5,130.0459086,-32.52789957
S57,Zone G,6,8,B1,"Sunny, light breeze",9,C,X2,130.1130163,-32.34329067
S58,Zone F,5,6,B1,"fine, partly cloudy, moderate E'ly breeze",5,C,X4,130.2225679,-32.18382245
S58,Zone F,5,9,B1,"fine, clear, strong E'ly breeze with regular stronger gusts ",9,C,X8,130.2022983,-32.15430901
S58,Zone F,6,10,B3,"fine, clear, strong E'ly breeze",5,C,X4,130.2225679,-32.18382245
S59,Zone E,NA,NA,NA,sheltered by large trees and nearby ridge,8,A,X1,130.2453818,-32.22617201
S59,Zone H,NA,NA,NA,Strong easterly,NA,A,X1,130.164601,-32.28404537
S59,Zone E,NA,NA,NA,Very strong northerly (wind funnels through creekline and along steep ridge).,8,A,X1,130.2453818,-32.22617201
S59,Zone A,NA,NA,NA,Medium easterly,8,A,X4,130.0455436,-32.14776484
S59,Zone C,NA,NA,NA,strong easterly in gusts,9,A,X1,130.0557016,-32.43227597
S59,Zone C,NA,NA,NA,Easterly,10,A,X4,130.2372141,-32.50679697
S59,Zone B,NA,10,B3,"Gentle to moderate breeze from NE, clear conditions",8,A,X1,130.0850503,-32.27792669
S59,Zone E,NA,8,B3,"Moderate wind from E, clear conditions",8,A,X4,130.2040977,-32.22226437
S59,Zone C,NA,25,NA,0/01/1900,7,B,X1,130.0557016,-32.43227597
S59,Zone E,NA,25,NA,0/01/1900,6,B,X1,130.2452788,-32.3306172
S59,Zone D,NA,25,B3,strong wind 90,7,B,X3,130.1692709,-32.44834877
S59,Zone E,NA,25,B3,strong wind 100,8,B,X1,130.2453818,-32.22617201
S59,Zone D,NA,25,B3,light wind 100,11,B,X3,130.1692709,-32.44834877
S59,Zone E,NA,25,NA,no wind,8,B,X1,130.2453818,-32.22617201
S59,Zone H,NA,25,B3,light wind 80,7,B,X1,130.164601,-32.28404537
S59,Zone A,NA,25,B6,light wind 130,7,B,X1,130.030827,-32.14049329
S59,Zone E,NA,25,B2,medium wind 120,9,B,X1,130.2453818,-32.22617201
S59,Zone C,NA,25,B1,"Easterly wind, slightly overcast",10,B,X1,130.0557016,-32.43227597
S59,Zone A,NA,25,B1,"Hot Easterly breeze, some cloud cover.",8,B,X1,130.0327924,-32.16947172
S59,Zone A,6,9,B1,"Sunny, calm",9,C,X1,130.0327924,-32.16947172
S59,Zone A,6,9,B1,"Sunny, SE wind gusty at times ",10,C,X1,130.030827,-32.14049329
S59,Zone A,5,15,B1,"mostly sunny, light breeze ",9,C,X1,130.0327924,-32.16947172
S59,Zone D,5,7,B6,"cloudy, warm, strong wind",8,C,X2,130.1260132,-32.36875353
S59,Zone E,5,7,B1,"fine, clear, strong wind",11,C,X1,130.2452788,-32.3306172
S59,Zone C,5,8,B6,"fine, clear, light E'ly breeze",13,C,X1,130.0557016,-32.43227597
S59,Zone E,9,10,B1,"fine, partly cloudy, moderate E'ly breeze",6,C,X4,130.2040977,-32.22226437
S59,Zone E,NA,NA,-,"fine, clear, moderate SE'ly breeze",11,C,X1,130.2453818,-32.22617201
S59,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",6,C,X1,130.0327924,-32.16947172
S59,Zone E,NA,NA,-,"sunny, light breeze",6,C,X1,130.2452788,-32.3306172
S59,Zone E,5,9,B3,"sunny, light breeze",7,C,X1,130.2452788,-32.3306172
S59,Zone B,NA,NA,NA,"sunny, calm",NA,C,X2,130.3157018,-32.49333462
S59,Zone A,NA,NA,NA,"sunny, moderate breeze",7,C,X1,130.030827,-32.14049329
S59,Zone G,5,8,B3,"sunny, light breeze",10,C,X1,130.1257698,-32.26561097
S60,Zone E,NA,25,B3,"Still, hot, light breeze ",6,B,X1,130.2452788,-32.3306172
S60,Zone E,NA,25,B6,0/01/1900,8,B,X1,130.2452788,-32.3306172
S60,Zone D,NA,75,B3,strong wind 90,29,B,X3,130.1692709,-32.44834877
S60,Zone D,NA,75,B6,light wind 100,34,B,X3,130.1692709,-32.44834877
S60,Zone D,NA,25,B1,"Light easterly breeze, clear skies",24,B,X3,130.1692709,-32.44834877
S60,Zone D,5,5,B6,"fine, clear, strong E'ly breeze",8,C,X3,130.1692709,-32.44834877
S61,Zone A,NA,NA,NA,"SE wind, gusty at times, clear skies",5,A,X1,130.0327924,-32.16947172
S61,Zone C,NA,NA,NA,Easterly,5,A,X5,130.0459086,-32.52789957
S61,Zone C,NA,25,B2,"Partly cloudy, moderate NW wind.",5,B,X1,130.0557016,-32.43227597
S61,Zone E,NA,25,B2,0/01/1900,6,B,X1,130.2452788,-32.3306172
S61,Zone A,NA,25,B2,medium wind 100,5,B,X1,130.0327924,-32.16947172
S61,Zone G,5,7,B6,"cloudy, warm, strong wind",5,C,X2,130.1130163,-32.34329067
S61,Zone C,11,12,NA,"fine, clear, light E'ly breeze",5,C,X1,130.0557016,-32.43227597
S61,Zone B,7,8,B2,"fine, clear, strong E'ly breeze",5,C,X2,130.3157018,-32.49333462
S61,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",6,C,X4,130.0437059,-32.20004486
S61,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",5,C,X1,130.0327924,-32.16947172
S62,Zone E,5,105,B3,"Easterly wind, gusty at times, hot clear day",6,A,X1,130.241277,-32.42658892
S62,Zone G,NA,34,B3,Strong wind 90,5,B,X2,130.1130163,-32.34329067
S63,Zone D,NA,11,B3,"Clear conditions, moderate breeze from SE",5,A,X4,130.1488508,-32.48177617
S63,Zone G,NA,25,B2,"Hot dry ESE wind, gusty at times. Clear skies",5,B,X1,130.1257698,-32.26561097
S63,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",6,B,X4,130.1041932,-32.4251709
S63,Zone C,9,11,B2,"fine, clear, light E'ly breeze",5,C,X1,130.239891,-32.47313511
S64,Zone E,35,45,B3,sheltered by large trees and nearby ridge,5,A,X1,130.2453818,-32.22617201
S64,Zone D,NA,35,B4,"Light easterly breeze, clear skies",5,B,X3,130.1692709,-32.44834877
S65,Zone H,NA,13,B3,"ESE wind, gusty strong breeze, clear skies",8,A,X6,130.133218,-32.29602514
S65,Zone E,NA,9,B3,"ESE wind, gusty strong breeze, clear skies",34,A,X4,130.2040977,-32.22226437
S65,Zone B,NA,13,B3,"Easterly wind, gusty at times, hot clear day",10,A,X2,130.3157018,-32.49333462
S65,Zone E,25,35,B3,"Easterly wind, gusty at times, hot clear day",6,A,X1,130.241277,-32.42658892
S65,Zone G,15,20,B3,"ESE wind, gusty at times, clear skies",5,A,X2,130.1130163,-32.34329067
S65,Zone H,NA,20,B3,"ESE wind, gusty at times, clear skies",24,A,X1,130.0761366,-32.35155981
S65,Zone A,NA,13,B7,"ENE wind, gusty at times, clear skies",6,A,X1,130.030827,-32.14049329
S65,Zone H,NA,13,B3,"ESE wind, gusty at times, clear skies",8,A,X1,130.0761366,-32.35155981
S65,Zone A,25,35,B3,"SE wind, gusty at times, clear skies",19,A,X1,130.030827,-32.14049329
S65,Zone A,NA,NA,B7,"Strong SE wind, clear skies",34,A,X1,130.030827,-32.14049329
S65,Zone D,NA,NA,B3,Mild Easterly,34,A,X3,130.1692709,-32.44834877
S65,Zone D,NA,25,B3,Mild Easterly,11,A,X3,130.1692709,-32.44834877
S65,Zone B,NA,NA,B3,Easterly,8,A,X2,130.3157018,-32.49333462
S65,Zone C,NA,NA,B3,Strong Easterly,8,A,X1,130.239891,-32.47313511
S65,Zone H,NA,NA,B3,light easterly,6,A,X1,130.164601,-32.28404537
S65,Zone B,NA,15,B3,Strong easterly,29,A,X1,130.0850503,-32.27792669
S65,Zone C,NA,NA,B3,Easterly,10,A,X4,130.2372141,-32.50679697
S65,Zone B,NA,NA,B3,Easterly,6,A,X2,130.3157018,-32.49333462
